"Area1";"Area2";"Area3";"Area4"
"Control systems";"Feedback";"Neurofeedback";"Output feedback"
"Control systems";"Feedback linearization";"Neurofeedback";"Output feedback"
"Control systems";"Fluid flow control";"Neurofeedback";"Output feedback"
"Control systems";"Fluidics";"Neurofeedback";"Output feedback"
"Control systems";"Fluidics";"Microfluidics";"Output feedback"
"Control systems";"Fluidics";"Nanofluidics";"Output feedback"
"Control systems";"Gaze tracking";"Nanofluidics";"Output feedback"
"Control systems";"Gaze tracking";"Electrooculography";"Output feedback"
"Control systems";"Homeostasis";"Electrooculography";"Output feedback"
"Control systems";"Linear feedback control systems";"Electrooculography";"Output feedback"
"Control systems";"Linear feedback control systems";"Frequency locked loops";"Output feedback"
"Control systems";"Linear feedback control systems";"Phase locked loops";"Output feedback"
"Control systems";"Linear feedback control systems";"State feedback";"Output feedback"
"Control systems";"Linear feedback control systems";"Tracking loops";"Output feedback"
"Control systems";"Magnetic variables control";"Tracking loops";"Output feedback"
"Control systems";"Mechanical variables control";"Tracking loops";"Output feedback"
"Control systems";"Mechanical variables control";"Displacement control";"Output feedback"
"Control systems";"Mechanical variables control";"Force control";"Output feedback"
"Control systems";"Mechanical variables control";"Level control";"Output feedback"
"Control systems";"Mechanical variables control";"Level control";"Gyroscopes"
"Control systems";"Mechanical variables control";"Motion control";"Gyroscopes"
"Control systems";"Mechanical variables control";"Motion control";"Collision avoidance"
"Control systems";"Mechanical variables control";"Motion control";"Collision mitigation"
"Control systems";"Mechanical variables control";"Motion control";"Kinetic theory"
"Control systems";"Mechanical variables control";"Motion control";"Motion planning"
"Control systems";"Mechanical variables control";"Motion control";"Path planning"
"Control systems";"Mechanical variables control";"Motion control";"Visual servoing"
"Control systems";"Mechanical variables control";"Pitch control (position)";"Visual servoing"
"Control systems";"Mechanical variables control";"Position control";"Visual servoing"
"Control systems";"Mechanical variables control";"Position control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Shape control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Size control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Strain control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Stress control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Thickness control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Torque control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Velocity control";"Nanopositioning"
"Control systems";"Mechanical variables control";"Velocity control";"Angular velocity control"
"Control systems";"Mechanical variables control";"Vibration control";"Angular velocity control"
"Control systems";"Mechanical variables control";"Weight control";"Angular velocity control"
"Control systems";"Medical control systems";"Weight control";"Angular velocity control"
"Control systems";"Missile control";"Weight control";"Angular velocity control"
"Control systems";"Moisture control";"Weight control";"Angular velocity control"
"Control systems";"Moisture control";"Humidity control";"Angular velocity control"
